,0
1517,0
8530,1
2344,0
193,0
951,0
2502,0
4895,1
794,0
263,0
5610,1
2797,0
5740,1
3498,0
2478,0
6616,1
1988,0
2253,0
4450,0
2005,0
3774,0
6774,1
1977,0
2289,0
8797,1
4362,0
8619,1
2883,0
4014,0
6756,1
5514,1
5349,1
953,0
6715,1
7650,1
6822,1
1851,0
4146,0
7561,1
3610,0
5684,1
2573,0
3642,0
3891,0
2919,0
4152,0
4422,0
2175,0
6319,1
5316,1
9117,1
2347,0
4399,0
525,0
6628,1
3987,0
7174,1
188,0
6643,1
4163,0
2991,0
8042,1
8979,1
9047,1
3674,0
2930,0
1298,0
4284,0
2106,0
4337,0
3274,0
1300,0
5759,1
4227,0
4591,0
6848,1
7034,1
6623,1
2621,0
8928,1
3355,0
2565,0
4764,1
5320,1
4023,0
6388,1
7320,1
4010,0
8561,1
7488,1
4551,0
4673,1
2227,0
6443,1
5953,1
2082,0
7857,1
2779,0
5172,1
2142,0
9108,1
482,0
4344,0
1242,0
1916,0
4251,0
9180,1
8508,1
3970,0
7297,1
5474,1
2437,0
2006,0
4990,1
8750,1
2203,0
5064,1
5103,1
3026,0
2906,0
2065,0
3930,0
9112,1
6522,1
6352,1
3481,0
31,0
5894,1
7608,1
6918,1
3894,0
7044,1
5519,1
6469,1
1351,0
8169,1
5216,1
789,0
5443,1
6003,1
1910,0
217,0
5348,1
3802,0
3477,0
7598,1
6601,1
4094,0
4751,1
3998,0
7590,1
4566,0
3644,0
5889,1
2378,0
8744,1
4105,0
3639,0
296,0
8039,1
2007,0
8803,1
86,0
7586,1
7749,1
3489,0
957,0
5157,1
8057,1
8265,1
6365,1
7454,1
4955,1
30,0
6187,1
1718,0
5829,1
2292,0
9088,1
470,0
7602,1
9008,1
6531,1
3034,0
6825,1
8780,1
8304,1
7378,1
8642,1
620,0
6030,1
7051,1
803,0
333,0
2865,0
2649,0
7503,1
2540,0
9162,1
7888,1
496,0
5444,1
8757,1
8903,1
275,0
2744,0
1067,0
5764,1
5308,1
7920,1
6945,1
4075,0
6133,1
4569,0
8711,1
1249,0
6932,1
5581,1
7478,1
1323,0
5547,1
7644,1
8756,1
5893,1
1197,0
3389,0
128,0
8551,1
245,0
341,0
7213,1
9084,1
3600,0
5314,1
5713,1
7556,1
6219,1
4549,0
2352,0
9090,1
4768,1
7440,1
5932,1
3832,0
5590,1
1724,0
155,0
3436,0
5313,1
209,0
1052,0
440,0
5841,1
4169,0
4248,0
523,0
6090,1
4967,1
3607,0
2518,0
2011,0
471,0
5383,1
3581,0
2994,0
3006,0
7544,1
1045,0
3458,0
4880,1
5051,1
1456,0
1683,0
3834,0
5020,1
5563,1
5782,1
4786,1
6626,1
7222,1
761,0
8383,1
6255,1
6545,1
6,0
3867,0
8965,1
3374,0
683,0
4922,1
2912,0
8739,1
3881,0
1903,0
1136,0
4228,0
7952,1
3656,0
854,0
801,0
7387,1
5970,1
1573,0
616,0
1770,0
2838,0
8323,1
7203,1
3465,0
1831,0
8220,1
2037,0
3482,0
3412,0
4873,1
5967,1
6368,1
4211,0
1274,0
6995,1
3336,0
6397,1
5617,1
1345,0
6500,1
3637,0
2243,0
6326,1
5273,1
4351,0
7084,1
4668,1
4277,0
4202,0
1489,0
5598,1
8313,1
5377,1
4286,0
3445,0
586,0
7261,1
1975,0
8077,1
3167,0
8545,1
4576,0
4204,0
2665,0
7640,1
8414,1
7164,1
4039,0
7837,1
4330,0
7554,1
8292,1
6367,1
7626,1
3962,0
3264,0
3356,0
2525,0
8129,1
5404,1
9167,1
490,0
6653,1
9082,1
6267,1
6017,1
3598,0
5036,1
3129,0
754,0
2753,0
5923,1
6905,1
2191,0
6540,1
4025,0
6930,1
301,0
681,0
2294,0
1147,0
4428,0
7348,1
8337,1
7273,1
2088,0
2122,0
8762,1
1277,0
4053,0
7232,1
7177,1
1024,0
4510,0
702,0
520,0
4331,0
6699,1
589,0
4707,1
5549,1
1911,0
7708,1
3996,0
8275,1
3122,0
8897,1
7560,1
8300,1
818,0
9137,1
1330,0
1036,0
1515,0
8253,1
1802,0
1753,0
5597,1
7688,1
690,0
6603,1
4418,0
7861,1
6561,1
8197,1
6645,1
187,0
6190,1
289,0
4611,0
797,0
6757,1
5435,1
4317,0
6010,1
219,0
7484,1
8235,1
2793,0
1297,0
7669,1
3735,0
4538,0
1431,0
7490,1
890,0
7162,1
5270,1
5035,1
1206,0
6120,1
3966,0
4929,1
7676,1
5989,1
3675,0
7806,1
171,0
349,0
5485,1
5438,1
8759,1
5685,1
8411,1
3933,0
7238,1
5548,1
5654,1
7048,1
5370,1
985,0
3658,0
1421,0
8676,1
1965,0
1296,0
3784,0
7591,1
8699,1
8726,1
4513,0
3425,0
189,0
3838,0
3859,0
1776,0
3159,0
8525,1
4612,0
1484,0
1424,0
4305,0
1758,0
631,0
719,0
7399,1
1848,0
7326,1
2285,0
8015,1
5814,1
3276,0
3620,0
8761,1
8351,1
8047,1
7402,1
4832,1
4745,1
3893,0
1079,0
3727,0
3903,0
4925,1
6880,1
5725,1
1671,0
2375,0
3975,0
4553,0
3455,0
1897,0
6635,1
8211,1
5997,1
1145,0
8259,1
4199,0
5028,1
3517,0
7811,1
8217,1
1501,0
3645,0
6599,1
4142,0
7437,1
3748,0
6288,1
2140,0
9272,1
2804,0
2459,0
8795,1
3628,0
5991,1
5161,1
5040,1
8160,1
1049,0
8133,1
5904,1
6081,1
2114,0
4721,1
6428,1
4523,0
2080,0
2268,0
7767,1
8387,1
7466,1
1987,0
3085,0
7999,1
5294,1
1777,0
3901,0
8201,1
1457,0
8751,1
8583,1
5238,1
4013,0
148,0
1247,0
8719,1
5552,1
989,0
2401,0
7664,1
5503,1
4567,0
7919,1
7429,1
5802,1
4267,0
2342,0
8566,1
27,0
6001,1
162,0
4827,1
9004,1
2646,0
1005,0
2574,0
6674,1
2730,0
4911,1
7899,1
613,0
5501,1
7733,1
8534,1
778,0
2841,0
2893,0
2339,0
6004,1
4027,0
6785,1
8117,1
2651,0
6474,1
1094,0
280,0
2197,0
8067,1
38,0
7703,1
5798,1
7263,1
4877,1
5682,1
5213,1
1946,0
2192,0
7596,1
4140,0
2153,0
4212,0
3037,0
4060,0
3454,0
5159,1
7872,1
2234,0
745,0
5975,1
3162,0
3869,0
1581,0
7262,1
7748,1
8111,1
7797,1
6622,1
1464,0
3584,0
2477,0
9182,1
6457,1
1774,0
8,0
4989,1
1503,0
9055,1
5557,1
3127,0
1256,0
2398,0
4927,1
487,0
6034,1
138,0
5811,1
3723,0
6194,1
7079,1
4869,1
7240,1
5322,1
8269,1
9139,1
5340,1
4976,1
4586,0
9200,1
7705,1
5825,1
198,0
763,0
3208,0
2169,0
3771,0
7004,1
207,0
6485,1
4405,0
3330,0
9188,1
2267,0
3804,0
492,0
4153,0
1140,0
7732,1
3845,0
8919,1
8317,1
457,0
7915,1
8243,1
2658,0
3073,0
7582,1
4299,0
6837,1
4479,0
1254,0
5639,1
7019,1
2093,0
2146,0
8645,1
2471,0
3511,0
3707,0
4704,1
4029,0
6812,1
7621,1
9133,1
3659,0
3683,0
6965,1
3949,0
3813,0
3761,0
5328,1
5490,1
1216,0
4190,0
5662,1
1176,0
8156,1
2879,0
8657,1
6714,1
824,0
7382,1
8345,1
6801,1
508,0
4420,0
8420,1
4295,0
1461,0
3218,0
2928,0
4052,0
1574,0
8856,1
7790,1
5106,1
6793,1
8244,1
6423,1
4482,0
22,0
8026,1
1066,0
6374,1
7316,1
5254,1
336,0
9276,1
337,0
8542,1
2738,0
7725,1
5864,1
3025,0
5919,1
2908,0
469,0
3971,0
9046,1
1692,0
7181,1
9049,1
6032,1
4258,0
8334,1
7889,1
2546,0
4808,1
6690,1
3110,0
6481,1
5373,1
2395,0
7718,1
7229,1
2474,0
6874,1
2737,0
60,0
2331,0
9102,1
2827,0
5048,1
8124,1
3339,0
9070,1
3981,0
6287,1
8419,1
7840,1
5611,1
8263,1
4486,0
1366,0
8773,1
1628,0
5632,1
8394,1
1641,0
8423,1
7235,1
6992,1
8991,1
6449,1
4461,0
1725,0
7702,1
888,0
4403,0
2303,0
2371,0
5187,1
4647,1
9159,1
2811,0
7171,1
3396,0
3619,0
4603,0
7274,1
8893,1
708,0
3446,0
8839,1
8741,1
4129,0
6389,1
186,0
8529,1
2767,0
7309,1
7201,1
8977,1
9215,1
9010,1
252,0
509,0
913,0
2117,0
4456,0
107,0
4806,1
6095,1
8375,1
9044,1
4670,1
6763,1
3638,0
3552,0
5323,1
3182,0
2915,0
3332,0
1815,0
3013,0
5463,1
1605,0
4644,1
1466,0
7785,1
2645,0
2416,0
1712,0
3924,0
1682,0
8393,1
2591,0
2701,0
8389,1
573,0
3002,0
1084,0
4814,1
6069,1
5511,1
8752,1
5197,1
6877,1
321,0
2115,0
4304,0
382,0
1623,0
8747,1
1452,0
5385,1
2305,0
3796,0
2709,0
9098,1
8069,1
2400,0
5963,1
759,0
8709,1
4597,0
8730,1
1192,0
308,0
3750,0
3980,0
1435,0
6790,1
3786,0
8971,1
1325,0
1162,0
5826,1
7334,1
1139,0
5509,1
4843,1
6630,1
5506,1
6266,1
2263,0
8504,1
3447,0
6745,1
2501,0
2219,0
2040,0
7190,1
5222,1
6338,1
8034,1
3390,0
2901,0
8668,1
6851,1
8023,1
6940,1
6312,1
1231,0
2523,0
3038,0
5559,1
5649,1
973,0
8598,1
1852,0
7717,1
8647,1
3563,0
5237,1
8443,1
6996,1
4184,0
8717,1
367,0
5550,1
2521,0
8005,1
3695,0
8857,1
4749,1
731,0
2898,0
4867,1
8179,1
5451,1
1402,0
5424,1
3951,0
1639,0
2271,0
6464,1
6236,1
6658,1
3072,0
5852,1
8976,1
4021,0
3929,0
6141,1
5074,1
1008,0
6657,1
3118,0
6683,1
5398,1
3257,0
1781,0
5890,1
3928,0
1761,0
7740,1
5521,1
5498,1
4285,0
4624,0
4930,1
5793,1
6541,1
7881,1
4615,0
211,0
1562,0
2382,0
944,0
940,0
6506,1
3751,0
5418,1
1588,0
7501,1
6888,1
409,0
5575,1
388,0
5287,1
4488,0
8441,1
6256,1
1487,0
7879,1
7947,1
8116,1
5717,1
6835,1
6130,1
5596,1
1340,0
7473,1
632,0
4438,0
6360,1
5850,1
1154,0
4825,1
6453,1
6529,1
8036,1
4598,0
3500,0
2496,0
4473,0
2127,0
4831,1
8213,1
90,0
7946,1
251,0
3224,0
5336,1
1736,0
4946,1
2585,0
1244,0
5066,1
5029,1
4430,0
2979,0
4763,1
980,0
8799,1
1576,0
2626,0
3011,0
1773,0
7734,1
549,0
5750,1
8314,1
305,0
5609,1
5055,1
5042,1
791,0
268,0
2861,0
1759,0
1294,0
653,0
2163,0
8729,1
7287,1
8826,1
3640,0
897,0
6981,1
2751,0
4165,0
8983,1
2319,0
7220,1
3058,0
4527,0
6997,1
4007,0
8219,1
915,0
254,0
2960,0
8794,1
3372,0
3543,0
2832,0
6836,1
3820,0
8479,1
1129,0
5888,1
6667,1
2063,0
5945,1
7250,1
1630,0
2710,0
4778,1
8478,1
2880,0
3840,0
59,0
5241,1
2308,0
7392,1
1798,0
3693,0
7905,1
2692,0
5448,1
7199,1
3955,0
4983,1
7050,1
8245,1
2603,0
4401,0
42,0
19,0
4734,1
4111,0
909,0
1538,0
5255,1
406,0
6284,1
4901,1
1971,0
7682,1
2968,0
893,0
3365,0
1116,0
1715,0
1098,0
8193,1
7948,1
7243,1
9258,1
3947,0
9236,1
5105,1
8053,1
8301,1
4381,0
1731,0
3936,0
2370,0
4789,1
98,0
5728,1
2758,0
3515,0
8081,1
300,0
1812,0
5541,1
8964,1
1768,0
3919,0
726,0
3911,0
7459,1
2852,0
2689,0
6039,1
2441,0
6840,1
3968,0
8110,1
8475,1
6852,1
4625,0
2554,0
5676,1
1959,0
1607,0
4996,1
7777,1
400,0
3523,0
9153,1
2274,0
3805,0
3561,0
1860,0
7681,1
1445,0
8262,1
5800,1
3385,0
3043,0
267,0
2570,0
8622,1
2855,0
8150,1
2524,0
921,0
7565,1
2862,0
8714,1
7612,1
5902,1
7096,1
5874,1
1826,0
938,0
3430,0
6316,1
800,0
2322,0
3308,0
5104,1
5954,1
4065,0
7534,1
5938,1
5916,1
4259,0
3453,0
8365,1
7160,1
10,0
3307,0
210,0
6672,1
6136,1
8678,1
7192,1
6451,1
7442,1
2748,0
7461,1
6740,1
4203,0
393,0
2143,0
4696,1
1429,0
1115,0
1157,0
1482,0
3822,0
1868,0
1121,0
6429,1
5083,1
7191,1
364,0
2814,0
6933,1
3730,0
942,0
2222,0
2345,0
6261,1
117,0
619,0
6097,1
889,0
1333,0
7819,1
3649,0
5570,1
6144,1
2848,0
1189,0
7497,1
4326,0
1883,0
5482,1
3708,0
6444,1
8531,1
5250,1
7852,1
3362,0
622,0
7054,1
7513,1
8702,1
2635,0
7324,1
2823,0
4719,1
5257,1
590,0
6569,1
8933,1
546,0
7960,1
4643,1
4849,1
8249,1
7295,1
2178,0
954,0
8944,1
958,0
3449,0
4439,0
7512,1
1018,0
3289,0
2156,0
3471,0
5089,1
264,0
7032,1
4891,1
5999,1
2957,0
5806,1
645,0
3331,0
3105,0
6372,1
479,0
8341,1
3066,0
2661,0
1390,0
2784,0
13,0
6654,1
3226,0
6143,1
5532,1
7230,1
1917,0
4313,0
974,0
8846,1
7389,1
1870,0
1997,0
3990,0
3478,0
4395,0
6716,1
8096,1
3009,0
8523,1
5769,1
4641,1
6427,1
7138,1
8596,1
3144,0
4078,0
4703,1
8296,1
7285,1
5484,1
2818,0
1550,0
5382,1
4701,1
3194,0
2420,0
8073,1
1460,0
3667,0
7957,1
8675,1
6074,1
1598,0
8696,1
9099,1
3403,0
5232,1
1945,0
136,0
978,0
1771,0
7210,1
9101,1
4770,1
432,0
4476,0
8380,1
3972,0
2366,0
5467,1
6943,1
7036,1
1614,0
3348,0
2442,0
5760,1
493,0
5389,1
1001,0
981,0
4274,0
7441,1
1014,0
8507,1
7672,1
513,0
6263,1
4426,0
2103,0
7779,1
7780,1
7870,1
7938,1
1195,0
4019,0
5329,1
1275,0
6434,1
7942,1
2899,0
676,0
6026,1
3509,0
5491,1
2021,0
7871,1
1972,0
2336,0
2,0
1113,0
2446,0
1318,0
8119,1
7310,1
7249,1
1877,0
2622,0
2173,0
8966,1
4180,0
8450,1
6636,1
1685,0
8997,1
7444,1
5153,1
8731,1
5205,1
4850,1
5754,1
3963,0
325,0
6958,1
8261,1
3459,0
1057,0
7730,1
3070,0
2840,0
5885,1
9009,1
1629,0
4145,0
2954,0
8031,1
1410,0
1908,0
8422,1
9171,1
6496,1
4561,0
2657,0
2733,0
2882,0
5606,1
5512,1
7337,1
1893,0
4995,1
7509,1
4217,0
5262,1
8891,1
8603,1
3212,0
7128,1
5553,1
2405,0
9122,1
5710,1
4890,1
3953,0
2998,0
8894,1
8340,1
7900,1
9199,1
7015,1
9062,1
1453,0
2165,0
3316,0
3103,0
3837,0
7844,1
3409,0
3031,0
2850,0
6543,1
3197,0
8662,1
3795,0
6146,1
793,0
5860,1
3191,0
1519,0
1681,0
1219,0
5450,1
140,0
3071,0
1594,0
2723,0
5842,1
6609,1
8436,1
6184,1
6735,1
415,0
1849,0
6087,1
8673,1
7783,1
9077,1
6383,1
4508,0
1821,0
5037,1
8495,1
7094,1
1117,0
5084,1
904,0
154,0
2933,0
531,0
7680,1
2695,0
2639,0
2783,0
8707,1
302,0
7434,1
3763,0
6729,1
464,0
1012,0
8584,1
1038,0
8086,1
1513,0
7092,1
4940,1
4507,0
6161,1
3923,0
6051,1
4338,0
5667,1
2836,0
1151,0
7614,1
274,0
6242,1
4636,0
826,0
8982,1
5853,1
4705,1
526,0
1020,0
3378,0
7847,1
9007,1
5032,1
3245,0
5240,1
5622,1
1021,0
1520,0
8208,1
4128,0
7007,1
7815,1
2417,0
2338,0
6290,1
5009,1
7134,1
623,0
8336,1
2488,0
7091,1
3036,0
4550,0
1817,0
5732,1
8878,1
5767,1
6901,1
7271,1
8925,1
6811,1
3376,0
6885,1
4914,1
1310,0
7773,1
1199,0
2559,0
4462,0
3420,0
2177,0
3828,0
1245,0
3691,0
313,0
242,0
8282,1
5886,1
3909,0
473,0
5391,1
9242,1
1976,0
5678,1
1375,0
8289,1
1915,0
3126,0
5689,1
2997,0
4872,1
4071,0
5288,1
3323,0
3833,0
3147,0
491,0
5162,1
8917,1
6827,1
5962,1
3516,0
458,0
378,0
6619,1
1577,0
2068,0
4279,0
2941,0
5223,1
8510,1
69,0
2578,0
6310,1
7330,1
2985,0
75,0
7878,1
7719,1
1099,0
191,0
6047,1
5686,1
1409,0
5079,1
5880,1
5044,1
2035,0
2056,0
6629,1
2411,0
4385,0
1993,0
1142,0
714,0
5200,1
5718,1
514,0
2634,0
1981,0
4727,1
4918,1
1648,0
6413,1
8694,1
8748,1
5538,1
7357,1
3592,0
1752,0
7782,1
7156,1
7371,1
4,0
1841,0
3973,0
1213,0
8831,1
4113,0
1179,0
6805,1
232,0
1585,0
8549,1
3263,0
7854,1
6800,1
4301,0
639,0
8943,1
8492,1
2780,0
3222,0
2810,0
8557,1
3156,0
5365,1
9212,1
8980,1
4213,0
6021,1
2150,0
5801,1
7445,1
8406,1
5395,1
2619,0
4683,1
4126,0
1535,0
3057,0
4262,0
9170,1
4466,0
7126,1
6884,1
1125,0
1956,0
7433,1
7990,1
1943,0
848,0
3064,0
2108,0
8704,1
2465,0
3854,0
628,0
4986,1
7148,1
8134,1
8130,1
1591,0
1744,0
4141,0
1970,0
5715,1
7436,1
4923,1
838,0
8352,1
7294,1
1467,0
4157,0
4054,0
3227,0
2484,0
1872,0
7833,1
5202,1
8860,1
2648,0
3328,0
8054,1
3077,0
8908,1
1866,0
7729,1
4702,1
5233,1
4103,0
2590,0
9174,1
114,0
6028,1
1775,0
40,0
4246,0
5379,1
6167,1
3286,0
7587,1
7474,1
2454,0
270,0
3491,0
7771,1
5657,1
5053,1
253,0
7940,1
5565,1
8767,1
5346,1
8222,1
2280,0
7559,1
2567,0
3969,0
8613,1
5052,1
5408,1
7356,1
2376,0
4264,0
3733,0
6065,1
3479,0
1272,0
2458,0
1171,0
6734,1
1928,0
3267,0
4135,0
4143,0
1260,0
8171,1
5093,1
2004,0
4198,0
2250,0
4383,0
112,0
8063,1
614,0
9103,1
1133,0
3587,0
2854,0
5154,1
4336,0
4249,0
2754,0
6303,1
760,0
4349,0
6317,1
6606,1
5719,1
9005,1
2404,0
4779,1
7221,1
2238,0
4756,1
5004,1
5075,1
4921,1
194,0
1112,0
3219,0
6340,1
5259,1
3059,0
1178,0
3486,0
6920,1
2414,0
57,0
8742,1
849,0
515,0
7247,1
1130,0
2196,0
5779,1
735,0
4664,1
2286,0
3135,0
7422,1
6694,1
7895,1
3758,0
3152,0
3252,0
3464,0
757,0
1855,0
8876,1
4952,1
4774,1
4004,0
2058,0
5352,1
8483,1
5085,1
6513,1
4885,1
7829,1
3124,0
104,0
2469,0
8734,1
6538,1
6670,1
4036,0
2470,0
8360,1
5293,1
4631,0
5765,1
2057,0
6682,1
5442,1
6225,1
150,0
4088,0
2549,0
3501,0
4863,1
2462,0
4386,0
6583,1
6123,1
1760,0
7652,1
8643,1
7636,1
4971,1
3461,0
3567,0
4087,0
7568,1
6984,1
5839,1
1537,0
995,0
977,0
6300,1
2948,0
2761,0
7072,1
3564,0
6732,1
1647,0
8137,1
8021,1
9003,1
5861,1
127,0
3488,0
1321,0
2530,0
1095,0
1654,0
1062,0
8854,1
3346,0
3196,0
9039,1
2798,0
7897,1
4130,0
8012,1
6615,1
5347,1
8847,1
7467,1
6400,1
3677,0
770,0
2279,0
1533,0
7616,1
4607,0
728,0
3900,0
3623,0
544,0
2721,0
6968,1
8772,1
7404,1
5731,1
161,0
8385,1
4457,0
3905,0
3480,0
1978,0
6089,1
7022,1
3768,0
1279,0
3709,0
5368,1
8687,1
6279,1
1399,0
6889,1
865,0
4949,1
1056,0
5271,1
7359,1
3974,0
5518,1
3051,0
1201,0
4291,0
1595,0
6373,1
2594,0
7358,1
6741,1
2450,0
1383,0
6052,1
5778,1
6967,1
8710,1
6174,1
6743,1
8154,1
2372,0
5832,1
7548,1
936,0
717,0
3113,0
2079,0
8098,1
1259,0
6439,1
3920,0
7575,1
6390,1
8706,1
3187,0
4245,0
8644,1
8291,1
4661,1
121,0
1558,0
7100,1
7312,1
7667,1
3341,0
2691,0
762,0
7325,1
3594,0
102,0
591,0
4159,0
5784,1
3322,0
3201,0
1730,0
1422,0
3369,0
4524,0
3568,0
8851,1
8482,1
4086,0
6126,1
8746,1
4732,1
4009,0
4031,0
6272,1
6795,1
7609,1
113,0
8230,1
7662,1
9042,1
6815,1
2672,0
3485,0
4674,1
334,0
8477,1
7675,1
5510,1
3841,0
7866,1
4416,0
5022,1
6787,1
4905,1
5354,1
926,0
3792,0
4560,0
7121,1
2096,0
2341,0
602,0
2403,0
2846,0
6680,1
8353,1
4404,0
4316,0
4125,0
2301,0
2711,0
3614,0
7693,1
5833,1
1150,0
8408,1
9140,1
7465,1
2514,0
2123,0
1882,0
6415,1
9000,1
228,0
5976,1
3259,0
6701,1
3984,0
6828,1
1442,0
7842,1
7493,1
3153,0
3907,0
9246,1
5417,1
1072,0
6610,1
3239,0
4282,0
2604,0
247,0
2089,0
5460,1
8445,1
2482,0
8064,1
3423,0
863,0
4173,0
5625,1
6911,1
2369,0
8218,1
567,0
3946,0
2890,0
6853,1
3518,0
3863,0
8236,1
2490,0
8276,1
2863,0
1208,0
7388,1
7770,1
6489,1
8782,1
3940,0
1394,0
2226,0
5425,1
646,0
7781,1
2983,0
2259,0
5278,1
5969,1
3410,0
6799,1
651,0
7211,1
1722,0
697,0
7088,1
6816,1
5098,1
5229,1
541,0
3570,0
2781,0
8885,1
7480,1
5926,1
7292,1
6023,1
9222,1
6514,1
2929,0
5196,1
971,0
8559,1
236,0
229,0
1209,0
8250,1
8045,1
8689,1
4944,1
2934,0
1292,0
4408,0
1604,0
7595,1
5700,1
3215,0
682,0
8212,1
939,0
4520,0
1202,0
3915,0
3433,0
2214,0
1465,0
2220,0
4900,1
4552,0
1419,0
5797,1
8790,1
8238,1
7911,1
7432,1
213,0
7418,1
7,0
1238,0
8298,1
7219,1
4715,1
6843,1
6854,1
4710,1
1894,0
1212,0
6878,1
3762,0
8209,1
3405,0
206,0
617,0
709,0
5803,1
5819,1
7379,1
4999,1
7876,1
7413,1
2951,0
3490,0
6341,1
8972,1
7056,1
5449,1
3578,0
7267,1
1979,0
5311,1
1708,0
4807,1
1686,0
2041,0
3874,0
846,0
7069,1
6257,1
2394,0
8093,1
6175,1
6116,1
7169,1
6722,1
8121,1
5671,1
5679,1
199,0
7405,1
3154,0
9270,1
4440,0
7787,1
7762,1
9021,1
4821,1
9225,1
46,0
5734,1
389,0
6420,1
5421,1
1379,0
7049,1
2155,0
5167,1
6677,1
922,0
8800,1
2926,0
3125,0
604,0
5533,1
358,0
5224,1
4234,0
184,0
3270,0
3137,0
5047,1
9020,1
7536,1
7665,1
4321,0
3395,0
4435,0
4627,0
368,0
7728,1
7615,1
5546,1
3601,0
6552,1
1029,0
2495,0
3382,0
1529,0
1878,0
5049,1
5615,1
8131,1
6980,1
5694,1
7460,1
8519,1
7361,1
5090,1
2714,0
8350,1
218,0
5136,1
2350,0
8325,1
501,0
5170,1
6379,1
8686,1
2000,0
3301,0
7119,1
2923,0
5566,1
4987,1
2566,0
398,0
9014,1
2231,0
1678,0
3314,0
8570,1
6747,1
3844,0
3230,0
9143,1
4555,0
2195,0
4725,1
3168,0
4735,1
4943,1
3032,0
2451,0
1797,0
1644,0
3705,0
3959,0
5749,1
3747,0
2489,0
1343,0
2118,0
361,0
7227,1
1677,0
1858,0
7315,1
6498,1
879,0
1490,0
5536,1
5099,1
7631,1
3724,0
6640,1
3177,0
6890,1
5822,1
7570,1
2145,0
5661,1
4784,1
8900,1
1265,0
862,0
476,0
6621,1
3151,0
488,0
4224,0
507,0
4896,1
9093,1
7849,1
7099,1
6662,1
7684,1
4799,1
480,0
6083,1
843,0
6499,1
3553,0
2186,0
5908,1
4329,0
8861,1
21,0
3054,0
7098,1
7428,1
3888,0
4324,0
4648,1
7386,1
81,0
7645,1
8793,1
2536,0
4613,0
7447,1
4434,0
17,0
8455,1
2914,0
2353,0
2046,0
7831,1
2300,0
2276,0
2314,0
3532,0
3789,0
6079,1
1412,0
7901,1
8712,1
8597,1
8601,1
4588,0
2685,0
6900,1
1525,0
7986,1
8810,1
3388,0
4950,1
2422,0
3246,0
6983,1
4147,0
739,0
2201,0
1054,0
4502,0
1053,0
6642,1
5471,1
8153,1
7567,1
8827,1
1205,0
9006,1
4522,0
225,0
6575,1
9202,1
9078,1
969,0
3109,0
7362,1
310,0
9001,1
1441,0
707,0
6720,1
9018,1
5228,1
8881,1
5478,1
2107,0
8114,1
5573,1
7953,1
1011,0
3497,0
8400,1
8683,1
8656,1
7673,1
4468,0
2790,0
3781,0
1779,0
6639,1
4726,1
1152,0
5956,1
1076,0
484,0
5366,1
2326,0
8226,1
6779,1
4602,0
2667,0
7863,1
1801,0
3917,0
2856,0
2034,0
2596,0
3081,0
4519,0
8369,1
7278,1
6928,1
721,0
4865,1
8981,1
2317,0
1582,0
8667,1
946,0
4359,0
3680,0
7062,1
3431,0
3737,0
4886,1
5854,1
559,0
3793,0
7763,1
535,0
5276,1
2902,0
3790,0
142,0
8355,1
4680,1
5215,1
5324,1
4851,1
6994,1
6652,1
9132,1
831,0
4168,0
8771,1
5018,1
4263,0
5338,1
7163,1
5608,1
5844,1
529,0
5166,1
2275,0
1392,0
7172,1
3281,0
2492,0
722,0
6330,1
203,0
2871,0
9051,1
2765,0
7212,1
4700,1
1676,0
6293,1
8326,1
8102,1
4022,0
2233,0
1754,0
7327,1
7110,1
5837,1
5912,1
3818,0
200,0
4463,0
8447,1
6535,1
1032,0
6578,1
792,0
3120,0
2392,0
6327,1
1541,0
7487,1
4746,1
2839,0
7456,1
4076,0
2615,0
7775,1
7828,1
2918,0
2713,0
6354,1
7805,1
5724,1
4006,0
6478,1
5898,1
5077,1
7998,1
6385,1
3573,0
1905,0
2973,0
2008,0
3343,0
3262,0
6419,1
3361,0
3335,0
1969,0
141,0
3402,0
5295,1
5203,1
8666,1
7277,1
5480,1
5420,1
2903,0
3551,0
6841,1
6369,1
365,0
6185,1
55,0
1637,0
1155,0
2806,0
2611,0
2607,0
6650,1
4061,0
3608,0
385,0
137,0
4748,1
6647,1
3626,0
3325,0
6240,1
4587,0
4417,0
2396,0
5181,1
7987,1
6080,1
260,0
1500,0
7802,1
6138,1
7601,1
2508,0
1869,0
4238,0
5220,1
1221,0
8718,1
3424,0
5693,1
8808,1
89,0
1097,0
7679,1
8288,1
7313,1
355,0
8633,1
7258,1
4698,1
4945,1
1602,0
1109,0
7118,1
8562,1
9092,1
9134,1
8225,1
5397,1
1007,0
9219,1
3414,0
2630,0
4846,1
1792,0
2251,0
8184,1
6467,1
2212,0
1998,0
257,0
2101,0
2773,0
5362,1
230,0
8335,1
1101,0
4429,0
537,0
8611,1
560,0
1545,0
1829,0
4853,1
44,0
1804,0
7133,1
4556,0
1,0
4903,1
9135,1
8679,1
4769,1
3864,0
5434,1
5540,1
417,0
4645,1
8328,1
7523,1
2600,0
2706,0
3166,0
5957,1
572,0
5286,1
9224,1
6849,1
1391,0
3169,0
4505,0
6909,1
1401,0
8632,1
6924,1
677,0
8264,1
1187,0
4617,0
6862,1
8022,1
5138,1
3483,0
5877,1
5396,1
214,0
5681,1
2225,0
7102,1
777,0
8834,1
5087,1
7380,1
7260,1
2491,0
1264,0
1455,0
8889,1
23,0
4942,1
4970,1
5643,1
1523,0
606,0
1732,0
2255,0
7794,1
2627,0
6725,1
6974,1
8506,1
4675,1
